Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,References,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,Subject
"Kuson, C., Surinta, S., Al-Mansoor, M.",57000828799; 57000719244; 57000206663,Optimal Natural Language Processing using Distributed Systems for Cloud Infrastructures: Case Analysis 259,2024,J. Artif. Intell. Res.,18,6,,408,425,18,5,10.1016/j.arti.2024.000259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000259&doi=10.1016/j.arti.2024.000259,"Nanyang Technological University, School of Computer Science and Engineering, Singapore","Kuson, C., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Surinta, S., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Al-Mansoor, M., Nanyang Technological University, School of Computer Science and Engineering, Singapore","The rapid proliferation of data-intensive systems has intensified the need for effective natural language processing within artificial intelligence. In this paper, we propose a novel optimal approach integrating distributed systems specifically optimized for cloud infrastructures. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 23.2% and an operational latency reduction of 26.7%. The proposed methodology offers practical system design insights for deploying natural language processing in scalable settings.",natural language processing; generative ai; transformers; distributed systems,natural language processing; generative ai; transformers; distributed systems; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Kuson, C., Nanyang Technological University, School of Computer Science and Engineering, Singapore",,Elsevier / IEEE,4281-7623,,,,English,J. Artif. Intel,Article,Final,All Open Access,Scopus,2-s2.0-85000000259,Artificial Intelligence
"Taylor, M., Surinta, M.",57000362867; 57000613111,An Empirical Evaluation of Generative Ai with User Experience Architectures: Case Analysis 260,2024,J. Artif. Intell. Res.,90,3,,61,71,11,1,10.1016/j.arti.2024.000260,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000260&doi=10.1016/j.arti.2024.000260,"University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Taylor, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Surinta, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","The rapid proliferation of data-intensive systems has intensified the need for effective generative ai within artificial intelligence. In this paper, we propose a novel explainable approach integrating user experience specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 23.7% and an operational latency reduction of 29.8%. The proposed methodology offers practical system design insights for deploying generative ai in scalable settings.",generative ai; knowledge graphs; user experience; computer vision,generative ai; knowledge graphs; user experience; computer vision; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Taylor, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan",,Elsevier / IEEE,1865-2117,,,,English,J. Artif. Intel,Article,Final,Bronze,Scopus,2-s2.0-85000000260,Artificial Intelligence
"Sato, L., Tanaka, A., Patel, D.",57000666785; 57000673172; 57000118528,Hierarchical Multi-Modal Reinforcement Learning with Neural Networks for High-Throughput Computing: Case Analysis 261,2021,IEEE Trans. Pattern Anal. Mach. Intell.,65,2,,786,807,22,3,10.1016/j.arti.2021.000261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000261&doi=10.1016/j.arti.2021.000261,"KAIST, School of Computing, Daejeon, South Korea","Sato, L., KAIST, School of Computing, Daejeon, South Korea; Tanaka, A., KAIST, School of Computing, Daejeon, South Korea; Patel, D., KAIST, School of Computing, Daejeon, South Korea","The rapid proliferation of data-intensive systems has intensified the need for effective reinforcement learning within artificial intelligence. In this paper, we propose a novel hierarchical approach integrating neural networks specifically optimized for heterogeneous systems. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 23.8% and an operational latency reduction of 20.4%. The proposed methodology offers practical system design insights for deploying reinforcement learning in scalable settings.",reinforcement learning; generative ai; neural networks; cloud computing,reinforcement learning; generative ai; neural networks; cloud computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Sato, L., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,6153-7165,,,,English,IEEE Trans. Pat,Article,Final,Bronze,Scopus,2-s2.0-85000000261,Artificial Intelligence
"Sato, A., Kim, A., Kim, T.",57000592640; 57000599028; 57000689567,Artificial Intelligence Optimization via Self-Supervised User Experience in Artificial Intelligence: Case Analysis 262,2023,J. Artif. Intell. Res.,74,1,,802,817,16,1,10.1016/j.arti.2023.000262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000262&doi=10.1016/j.arti.2023.000262,"Kasetsart University, Department of Computer Engineering, Bangkok, Thailand","Sato, A., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand; Kim, A., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand; Kim, T., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective artificial intelligence within artificial intelligence. In this paper, we propose a novel self-supervised approach integrating user experience specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 17.7% and an operational latency reduction of 29.1%. The proposed methodology offers practical system design insights for deploying artificial intelligence in scalable settings.",artificial intelligence; few-shot learning; reinforcement learning; user experience; neural networks,artificial intelligence; few-shot learning; reinforcement learning; user experience; neural networks; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Sato, A., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,9105-7189,,,,English,J. Artif. Intel,Article,Final,None,Scopus,2-s2.0-85000000262,Artificial Intelligence
"Rossi, P., Johnson, N., Johnson, W.",57000793360; 57000356092; 57000359642,An Empirical Evaluation of Natural Language Processing with Computer Vision Architectures: Case Analysis 263,2024,Artif. Intell.,85,2,,135,151,17,1,10.1016/j.arti.2024.000263,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000263&doi=10.1016/j.arti.2024.000263,"Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","Rossi, P., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Johnson, N., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Johnson, W., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective natural language processing within artificial intelligence. In this paper, we propose a novel scalable approach integrating computer vision specifically optimized for cloud infrastructures. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 19.1% and an operational latency reduction of 38.5%. The proposed methodology offers practical system design insights for deploying natural language processing in scalable settings.",natural language processing; explainable ai; artificial intelligence; computer vision,natural language processing; explainable ai; artificial intelligence; computer vision; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Rossi, P., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand",,Elsevier / IEEE,2875-6531,,,,English,Artif. Intell.,Article,Final,Gold,Scopus,2-s2.0-85000000263,Artificial Intelligence
"Al-Mansoor, T., Al-Mansoor, C., Chaiyarongsri, M., Anderson, F., Surinta, Z.",57000807905; 57000315910; 57000452287; 57000620860; 57000627191,An Empirical Evaluation of Prompt Engineering with Distributed Systems Architectures: Case Analysis 264,2024,Artif. Intell.,31,10,,614,632,19,0,10.1016/j.arti.2024.000264,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000264&doi=10.1016/j.arti.2024.000264,"KAIST, School of Computing, Daejeon, South Korea","Al-Mansoor, T., KAIST, School of Computing, Daejeon, South Korea; Al-Mansoor, C., KAIST, School of Computing, Daejeon, South Korea; Chaiyarongsri, M., KAIST, School of Computing, Daejeon, South Korea; Anderson, F., KAIST, School of Computing, Daejeon, South Korea; Surinta, Z., KAIST, School of Computing, Daejeon, South Korea","The rapid proliferation of data-intensive systems has intensified the need for effective prompt engineering within artificial intelligence. In this paper, we propose a novel dynamic approach integrating distributed systems specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 8.8% and an operational latency reduction of 32.0%. The proposed methodology offers practical system design insights for deploying prompt engineering in scalable settings.",prompt engineering; explainable ai; distributed systems,prompt engineering; explainable ai; distributed systems; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Al-Mansoor, T., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,8143-4305,,,,English,Artif. Intell.,Article,Final,Bronze,Scopus,2-s2.0-85000000264,Artificial Intelligence
"Chaiyarongsri, D., Fernandez, F.",57000547852; 57000319927,Prompt Engineering Optimization via Probabilistic Cloud Computing in Artificial Intelligence: Case Analysis 265,2020,IEEE Trans. Pattern Anal. Mach. Intell.,93,5,,1034,1050,17,16,10.1016/j.arti.2020.000265,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000265&doi=10.1016/j.arti.2020.000265,"University of Oxford, Department of Computer Science, Oxford, United Kingdom","Chaiyarongsri, D., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Fernandez, F., University of Oxford, Department of Computer Science, Oxford, United Kingdom","The rapid proliferation of data-intensive systems has intensified the need for effective prompt engineering within artificial intelligence. In this paper, we propose a novel probabilistic approach integrating cloud computing specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 10.2% and an operational latency reduction of 32.5%. The proposed methodology offers practical system design insights for deploying prompt engineering in scalable settings.",prompt engineering; transformers; cloud computing; machine learning,prompt engineering; transformers; cloud computing; machine learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Chaiyarongsri, D., University of Oxford, Department of Computer Science, Oxford, United Kingdom",,Elsevier / IEEE,8092-9846,,,,English,IEEE Trans. Pat,Article,Final,Green,Scopus,2-s2.0-85000000265,Artificial Intelligence
"Watanabe, N., Nguyen, K.",57000768914; 57000658596,Generative Generative Ai using Computer Vision for Cloud Infrastructures: Case Analysis 266,2025,Expert Syst. Appl.,119,7,,1160,1168,9,0,10.1016/j.arti.2025.000266,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000266&doi=10.1016/j.arti.2025.000266,"KAIST, School of Computing, Daejeon, South Korea","Watanabe, N., KAIST, School of Computing, Daejeon, South Korea; Nguyen, K., KAIST, School of Computing, Daejeon, South Korea","The rapid proliferation of data-intensive systems has intensified the need for effective generative ai within artificial intelligence. In this paper, we propose a novel generative approach integrating computer vision specifically optimized for cloud infrastructures. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 24.3% and an operational latency reduction of 32.7%. The proposed methodology offers practical system design insights for deploying generative ai in scalable settings.",generative ai; few-shot learning; computer vision; data mining,generative ai; few-shot learning; computer vision; data mining; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Watanabe, N., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,9556-4287,,,,English,Expert Syst. Ap,Article,Final,Green,Scopus,2-s2.0-85000000266,Artificial Intelligence
"Phalasak, H., Al-Mansoor, H.",57000219074; 57000257246,Reinforcement Learning Optimization via Efficient Cybersecurity in Artificial Intelligence: Case Analysis 267,2023,IEEE Trans. Pattern Anal. Mach. Intell.,41,5,,951,973,23,1,10.1016/j.arti.2023.000267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000267&doi=10.1016/j.arti.2023.000267,"Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","Phalasak, H., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Al-Mansoor, H., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective reinforcement learning within artificial intelligence. In this paper, we propose a novel efficient approach integrating cybersecurity specifically optimized for heterogeneous systems. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 21.5% and an operational latency reduction of 23.2%. The proposed methodology offers practical system design insights for deploying reinforcement learning in scalable settings.",reinforcement learning; transformers; few-shot learning; cybersecurity; user experience,reinforcement learning; transformers; few-shot learning; cybersecurity; user experience; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Phalasak, H., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand",,Elsevier / IEEE,8145-7914,,,,English,IEEE Trans. Pat,Article,Final,All Open Access,Scopus,2-s2.0-85000000267,Artificial Intelligence
"Zhang, V., Smith, C., Phalasak, D., Smith, M.",57000526777; 57000481088; 57000804299; 57000789365,Explainable Multi-Modal Reinforcement Learning with Machine Learning for High-Throughput Computing: Case Analysis 268,2023,IEEE Trans. Pattern Anal. Mach. Intell.,60,12,,288,302,15,4,10.1016/j.arti.2023.000268,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000268&doi=10.1016/j.arti.2023.000268,"King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Zhang, V., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Smith, C., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Phalasak, D., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Smith, M., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective reinforcement learning within artificial intelligence. In this paper, we propose a novel explainable approach integrating machine learning specifically optimized for real-time environments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 13.1% and an operational latency reduction of 37.7%. The proposed methodology offers practical system design insights for deploying reinforcement learning in scalable settings.",reinforcement learning; natural language processing; machine learning,reinforcement learning; natural language processing; machine learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Zhang, V., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand",,Elsevier / IEEE,2833-9196,,,,English,IEEE Trans. Pat,Article,Final,All Open Access,Scopus,2-s2.0-85000000268,Artificial Intelligence
"Tanaka, M., Rossi, K.",57000718115; 57000158642,Knowledge Graphs Optimization via Efficient Edge Computing in Artificial Intelligence: Case Analysis 269,2023,Expert Syst. Appl.,57,12,,232,249,18,1,10.1016/j.arti.2023.000269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000269&doi=10.1016/j.arti.2023.000269,"University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Tanaka, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Rossi, K., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","The rapid proliferation of data-intensive systems has intensified the need for effective knowledge graphs within artificial intelligence. In this paper, we propose a novel efficient approach integrating edge computing specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 21.4% and an operational latency reduction of 18.1%. The proposed methodology offers practical system design insights for deploying knowledge graphs in scalable settings.",knowledge graphs; large language models; transformers; edge computing,knowledge graphs; large language models; transformers; edge computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Tanaka, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan",,Elsevier / IEEE,9941-7943,,,,English,Expert Syst. Ap,Article,Final,Bronze,Scopus,2-s2.0-85000000269,Artificial Intelligence
"Al-Mansoor, D., Ngamjan-at, Z.",57000480481; 57000951706,Probabilistic Multi-Modal Natural Language Processing with Distributed Systems for High-Throughput Computing: Case Analysis 270,2023,IEEE Trans. Pattern Anal. Mach. Intell.,78,4,,907,926,20,1,10.1016/j.arti.2023.000270,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000270&doi=10.1016/j.arti.2023.000270,"University of Toronto, Department of Computer Science, Toronto, Canada","Al-Mansoor, D., University of Toronto, Department of Computer Science, Toronto, Canada; Ngamjan-at, Z., University of Toronto, Department of Computer Science, Toronto, Canada","The rapid proliferation of data-intensive systems has intensified the need for effective natural language processing within artificial intelligence. In this paper, we propose a novel probabilistic approach integrating distributed systems specifically optimized for edge devices. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 9.1% and an operational latency reduction of 36.3%. The proposed methodology offers practical system design insights for deploying natural language processing in scalable settings.",natural language processing; reinforcement learning; distributed systems; edge computing,natural language processing; reinforcement learning; distributed systems; edge computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Al-Mansoor, D., University of Toronto, Department of Computer Science, Toronto, Canada",,Elsevier / IEEE,1128-7438,,,,English,IEEE Trans. Pat,Article,Final,Green,Scopus,2-s2.0-85000000270,Artificial Intelligence
"Rossi, E., Patel, Z., Rossi, M.",57000960085; 57000205272; 57000964446,Scalable Generative Framework for Large Language Models and Neural Networks Deployment: Case Analysis 271,2020,Artif. Intell.,74,2,,721,741,21,1,10.1016/j.arti.2020.000271,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000271&doi=10.1016/j.arti.2020.000271,"Tsinghua University, Department of Computer Science and Technology, Beijing, China","Rossi, E., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Patel, Z., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Rossi, M., Tsinghua University, Department of Computer Science and Technology, Beijing, China","The rapid proliferation of data-intensive systems has intensified the need for effective large language models within artificial intelligence. In this paper, we propose a novel generative approach integrating neural networks specifically optimized for large-scale deployments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 9.5% and an operational latency reduction of 16.7%. The proposed methodology offers practical system design insights for deploying large language models in scalable settings.",large language models; transformers; natural language processing; neural networks,large language models; transformers; natural language processing; neural networks; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Rossi, E., Tsinghua University, Department of Computer Science and Technology, Beijing, China",,Elsevier / IEEE,9973-6353,,,,English,Artif. Intell.,Article,Final,Bronze,Scopus,2-s2.0-85000000271,Artificial Intelligence
"Smith, M., Li, H.",57000641448; 57000848226,Generative Artificial Intelligence using Software Testing for Cloud Infrastructures: Case Analysis 272,2022,J. Artif. Intell. Res.,118,10,,841,858,18,2,10.1016/j.arti.2022.000272,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000272&doi=10.1016/j.arti.2022.000272,"KAIST, School of Computing, Daejeon, South Korea","Smith, M., KAIST, School of Computing, Daejeon, South Korea; Li, H., KAIST, School of Computing, Daejeon, South Korea","The rapid proliferation of data-intensive systems has intensified the need for effective artificial intelligence within artificial intelligence. In this paper, we propose a novel generative approach integrating software testing specifically optimized for cloud infrastructures. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 20.4% and an operational latency reduction of 34.4%. The proposed methodology offers practical system design insights for deploying artificial intelligence in scalable settings.",artificial intelligence; federated learning; software testing,artificial intelligence; federated learning; software testing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Smith, M., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,8397-8837,,,,English,J. Artif. Intel,Article,Final,Gold,Scopus,2-s2.0-85000000272,Artificial Intelligence
"Wang, A., Ngamjan-at, O.",57000757066; 57000339816,An Empirical Evaluation of Reinforcement Learning with Cloud Computing Architectures: Case Analysis 273,2021,IEEE Trans. Pattern Anal. Mach. Intell.,69,4,,537,549,13,8,10.1016/j.arti.2021.000273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000273&doi=10.1016/j.arti.2021.000273,"King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Wang, A., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Ngamjan-at, O., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective reinforcement learning within artificial intelligence. In this paper, we propose a novel robust approach integrating cloud computing specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 13.7% and an operational latency reduction of 26.9%. The proposed methodology offers practical system design insights for deploying reinforcement learning in scalable settings.",reinforcement learning; federated learning; contrastive learning; cloud computing; optimization,reinforcement learning; federated learning; contrastive learning; cloud computing; optimization; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Wang, A., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand",,Elsevier / IEEE,1815-7570,,,,English,IEEE Trans. Pat,Article,Final,None,Scopus,2-s2.0-85000000273,Artificial Intelligence
"Sato, M., Muller, Z., Silva, S., Watanabe, D.",57000379133; 57000401950; 57000882702; 57000618172,Deep Contrastive Learning using Edge Computing for Heterogeneous Systems: Case Analysis 274,2024,J. Artif. Intell. Res.,65,4,,442,458,17,5,10.1016/j.arti.2024.000274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000274&doi=10.1016/j.arti.2024.000274,"ETH Zurich, Department of Computer Science, Zurich, Switzerland","Sato, M., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Muller, Z., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Silva, S., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Watanabe, D., ETH Zurich, Department of Computer Science, Zurich, Switzerland","The rapid proliferation of data-intensive systems has intensified the need for effective contrastive learning within artificial intelligence. In this paper, we propose a novel deep approach integrating edge computing specifically optimized for heterogeneous systems. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 24.7% and an operational latency reduction of 38.7%. The proposed methodology offers practical system design insights for deploying contrastive learning in scalable settings.",contrastive learning; natural language processing; reinforcement learning; edge computing,contrastive learning; natural language processing; reinforcement learning; edge computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Sato, M., ETH Zurich, Department of Computer Science, Zurich, Switzerland",,Elsevier / IEEE,4102-7853,,,,English,J. Artif. Intel,Article,Final,Gold,Scopus,2-s2.0-85000000274,Artificial Intelligence
"Patel, Z., Al-Mansoor, A., Silva, Z.",57000502124; 57000842866; 57000543852,An Empirical Evaluation of Reinforcement Learning with Optimization Architectures: Case Analysis 275,2025,Expert Syst. Appl.,42,2,,196,204,9,0,10.1016/j.arti.2025.000275,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000275&doi=10.1016/j.arti.2025.000275,"Nanyang Technological University, School of Computer Science and Engineering, Singapore","Patel, Z., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Al-Mansoor, A., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Silva, Z., Nanyang Technological University, School of Computer Science and Engineering, Singapore","The rapid proliferation of data-intensive systems has intensified the need for effective reinforcement learning within artificial intelligence. In this paper, we propose a novel generative approach integrating optimization specifically optimized for resource-constrained platforms. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 26.8% and an operational latency reduction of 16.0%. The proposed methodology offers practical system design insights for deploying reinforcement learning in scalable settings.",reinforcement learning; artificial intelligence; natural language processing; optimization; computer vision,reinforcement learning; artificial intelligence; natural language processing; optimization; computer vision; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Patel, Z., Nanyang Technological University, School of Computer Science and Engineering, Singapore",,Elsevier / IEEE,1853-6453,,,,English,Expert Syst. Ap,Article,Final,Gold,Scopus,2-s2.0-85000000275,Artificial Intelligence
"Li, K.",57000278117,An Empirical Evaluation of Explainable Ai with Machine Learning Architectures: Case Analysis 276,2023,Neural Networks,53,8,,271,280,10,4,10.1016/j.arti.2023.000276,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000276&doi=10.1016/j.arti.2023.000276,"Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Li, K., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective explainable ai within artificial intelligence. In this paper, we propose a novel explainable approach integrating machine learning specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 20.6% and an operational latency reduction of 18.8%. The proposed methodology offers practical system design insights for deploying explainable ai in scalable settings.",explainable ai; contrastive learning; federated learning; machine learning,explainable ai; contrastive learning; federated learning; machine learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Li, K., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,6198-9690,,,,English,Neural Networks,Article,Final,Bronze,Scopus,2-s2.0-85000000276,Artificial Intelligence
